10	0.00025870246342234616
15	0.0006898732357929231
20	0.0011354163672425191
25	0.0011354163672425191
30	0.0018684066802725
35	0.004326080082784788
40	0.004326080082784788
45	0.004326080082784788
50	0.005662709477133577
55	0.005662709477133577
60	0.005662709477133577
65	0.005662709477133577
70	0.007947914570697634
75	0.007947914570697634
80	0.007947914570697634
85	0.00987381068728621
90	0.011210440081635
95	0.011828451522032827
100	0.011828451522032827
105	0.011828451522032827
110	0.011828451522032827
115	0.01253269711690477
120	0.01253269711690477
125	0.016671936531662306
130	0.016671936531662306
135	0.016671936531662306
140	0.016671936531662306
145	0.016671936531662306
150	0.016671936531662306
155	0.016671936531662306
160	0.016671936531662306
165	0.018712811520883037
170	0.018712811520883037
175	0.027379344045531634
180	0.027379344045531634
185	0.027379344045531634
190	0.027379344045531634
195	0.03005260283422921
200	0.03005260283422921
